N,S1,S2,relDifer
212101,12.8405,12.8421,0.000124514
212201,12.8409,12.8425,0.000123799
212301,12.8414,12.843,0.000123024
212401,12.8419,12.8435,0.000122309
212501,12.8424,12.8439,0.000121593
212601,12.8428,12.8444,0.000121117
212701,12.8433,12.8449,0.000120699
212801,12.8438,12.8453,0.000120342
212901,12.8443,12.8458,0.000119746
213001,12.8448,12.8463,0.000119209
213101,12.8452,12.8468,0.000118554
213201,12.8457,12.8472,0.000117898
213301,12.8462,12.8477,0.000117302
213401,12.8467,12.8482,0.000116706
213501,12.8471,12.8486,0.00011611
213601,12.8476,12.8491,0.000115633
213701,12.8481,12.8496,0.000115037
213801,12.8486,12.85,0.000114501
213901,12.849,12.8505,0.000113785
214001,12.8495,12.851,0.000112951
214101,12.85,12.8514,0.000112176
214201,12.8505,12.8519,0.000111461
214301,12.8509,12.8524,0.000110626
214401,12.8514,12.8528,0.000109732
214501,12.8519,12.8533,0.000108838
214601,12.8524,12.8538,0.000107706
214701,12.8529,12.8542,0.000106752
214801,12.8533,12.8547,0.000105858
214901,12.8538,12.8552,0.000105023
215001,12.8543,12.8556,0.000104249
215101,12.8548,12.8561,0.000103414
215201,12.8552,12.8566,0.00010252
215301,12.8557,12.857,0.000101447
215401,12.8562,12.8575,0.000100434
215501,12.8567,12.8579,9.92417e-05
215601,12.8571,12.8584,9.81092e-05
215701,12.8576,12.8589,9.72748e-05
215801,12.8581,12.8593,9.66191e-05
215901,12.8586,12.8598,9.59635e-05
216001,12.8591,12.8603,9.5129e-05
216101,12.8595,12.8607,9.39369e-05
216201,12.86,12.8612,9.26256e-05
216301,12.8605,12.8617,9.12547e-05
216401,12.861,12.8621,8.98838e-05
216501,12.8614,12.8626,8.84533e-05
216601,12.8619,12.863,8.72612e-05
216701,12.8624,12.8635,8.61287e-05
216801,12.8629,12.864,8.51154e-05
216901,12.8633,12.8644,8.41618e-05
217001,12.8638,12.8649,8.30293e-05
217101,12.8643,12.8653,8.15392e-05
217201,12.8648,12.8658,8.01086e-05
217301,12.8653,12.8663,7.87973e-05
217401,12.8657,12.8667,7.74264e-05
217501,12.8662,12.8672,7.62939e-05
217601,12.8667,12.8676,7.48634e-05
217701,12.8672,12.8681,7.33137e-05
217801,12.8676,12.8686,7.19428e-05
217901,12.8681,12.869,7.06911e-05
218001,12.8686,12.8695,6.95586e-05
218101,12.8691,12.8699,6.83665e-05
218201,12.8695,12.8704,6.7234e-05
218301,12.87,12.8709,6.55651e-05
218401,12.8705,12.8713,6.39558e-05
218501,12.871,12.8718,6.24061e-05
218601,12.8715,12.8722,6.07967e-05
218701,12.8719,12.8727,5.93662e-05
218801,12.8724,12.8732,5.77569e-05
218901,12.8729,12.8736,5.62072e-05
219001,12.8734,12.8741,5.45979e-05
219101,12.8738,12.8745,5.28693e-05
219201,12.8743,12.875,5.126e-05
219301,12.8748,12.8754,4.95315e-05
219401,12.8753,12.8759,4.76837e-05
219501,12.8757,12.8763,4.60148e-05
219601,12.8762,12.8768,4.42863e-05
219701,12.8767,12.8772,4.25577e-05
219801,12.8772,12.8777,4.08888e-05
219901,12.8777,12.8782,3.93391e-05
220001,12.8781,12.8786,3.79086e-05
220101,12.8786,12.8791,3.6478e-05
220201,12.8791,12.8795,3.51071e-05
220301,12.8796,12.88,3.38554e-05
220401,12.88,12.8805,3.23057e-05
220501,12.8805,12.8809,3.016e-05
220601,12.881,12.8814,2.80142e-05
220701,12.8815,12.8818,2.57492e-05
220801,12.8819,12.8822,2.34842e-05
220901,12.8824,12.8827,2.12193e-05
221001,12.8829,12.8831,1.93119e-05
221101,12.8834,12.8836,1.74046e-05
221201,12.8839,12.8841,1.54972e-05
221301,12.8843,12.8845,1.37091e-05
221401,12.8848,12.885,1.18613e-05
221501,12.8853,12.8854,9.83477e-06
221601,12.8858,12.8859,7.86781e-06
221701,12.8862,12.8863,5.78165e-06
221801,12.8867,12.8868,3.75509e-06
221901,12.8872,12.8872,2.08616e-06
222001,12.8877,12.8877,5.36442e-07
222101,12.8881,12.8881,1.07288e-06
222201,12.8886,12.8886,2.98023e-06
222301,12.8891,12.889,5.126e-06
222401,12.8896,12.8895,7.27177e-06
222501,12.89,12.8899,9.65595e-06
222601,12.8905,12.8904,1.19209e-05
222701,12.891,12.8908,1.43051e-05
222801,12.8915,12.8913,1.66893e-05
222901,12.892,12.8917,1.91927e-05
223001,12.8924,12.8922,2.15769e-05
223101,12.8929,12.8926,2.38419e-05
223201,12.8934,12.8931,2.59876e-05
223301,12.8939,12.8935,2.82526e-05
223401,12.8943,12.8939,3.03984e-05
223501,12.8948,12.8944,3.26633e-05
223601,12.8953,12.8948,3.46899e-05
223701,12.8958,12.8953,3.65973e-05
223801,12.8962,12.8958,3.86238e-05
223901,12.8967,12.8962,4.1008e-05
224001,12.8972,12.8966,4.35114e-05
224101,12.8977,12.8971,4.62532e-05
224201,12.8982,12.8975,4.87566e-05
224301,12.8986,12.898,5.10216e-05
224401,12.8991,12.8984,5.34058e-05
224501,12.8996,12.8989,5.57899e-05
224601,12.9001,12.8993,5.79357e-05
224701,12.9005,12.8998,6.03199e-05
224801,12.901,12.9002,6.29425e-05
224901,12.9015,12.9006,6.55651e-05
225001,12.902,12.9011,6.81877e-05
225101,12.9024,12.9015,7.08103e-05
225201,12.9029,12.902,7.34329e-05
225301,12.9034,12.9024,7.59363e-05
225401,12.9039,12.9029,7.83205e-05
225501,12.9044,12.9033,8.09431e-05
225601,12.9048,12.9038,8.34465e-05
225701,12.9053,12.9042,8.60691e-05
225801,12.9058,12.9046,8.86917e-05
225901,12.9063,12.9051,9.13143e-05
226001,12.9067,12.9055,9.40561e-05
226101,12.9072,12.906,9.67979e-05
226201,12.9077,12.9064,9.9659e-05
226301,12.9082,12.9068,0.00010252
226401,12.9086,12.9073,0.000105262
226501,12.9091,12.9077,0.000107765
226601,12.9096,12.9082,0.000110269
226701,12.9101,12.9086,0.000112772
226801,12.9106,12.9091,0.000115395
226901,12.911,12.9095,0.000117779
227001,12.9115,12.9099,0.000120759
227101,12.912,12.9104,0.00012362
227201,12.9125,12.9108,0.000126719
227301,12.9129,12.9113,0.00012958
227401,12.9134,12.9117,0.000132561
227501,12.9139,12.9121,0.00013566
227601,12.9144,12.9126,0.000138521
227701,12.9148,12.913,0.000141382
227801,12.9153,12.9135,0.000144482
227901,12.9158,12.9139,0.000147462
228001,12.9163,12.9143,0.000150442
228101,12.9168,12.9148,0.00015378
228201,12.9172,12.9152,0.00015676
228301,12.9177,12.9156,0.00015974
228401,12.9182,12.9161,0.000162482
228501,12.9187,12.9165,0.000165343
228601,12.9191,12.917,0.000168204
228701,12.9196,12.9174,0.000170946
228801,12.9201,12.9178,0.000174046
228901,12.9206,12.9183,0.000177145
229001,12.921,12.9187,0.000180244
229101,12.9215,12.9192,0.000183344
229201,12.922,12.9196,0.000186205
229301,12.9225,12.92,0.000189424
229401,12.923,12.9205,0.000192523
229501,12.9234,12.9209,0.000195742
229601,12.9239,12.9213,0.00019908
229701,12.9244,12.9218,0.000202417
229801,12.9249,12.9222,0.000205874
229901,12.9253,12.9226,0.000209332
230001,12.9258,12.9231,0.000212789
230101,12.9263,12.9235,0.000215888
230201,12.9268,12.9239,0.000219107
230301,12.9272,12.9244,0.000222325
230401,12.9277,12.9248,0.000225544
230501,12.9282,12.9252,0.000228882
230601,12.9287,12.9257,0.00023222
230701,12.9292,12.9261,0.000235677
230801,12.9296,12.9265,0.000239134
230901,12.9301,12.927,0.000242472
231001,12.9306,12.9274,0.000245571
231101,12.9311,12.9278,0.00024879
231201,12.9315,12.9283,0.000252008
231301,12.932,12.9287,0.000255227
231401,12.9325,12.9291,0.000258327
231501,12.933,12.9296,0.000261426
231601,12.9334,12.93,0.00026536
231701,12.9339,12.9304,0.000269175
231801,12.9344,12.9309,0.00027287
231901,12.9349,12.9313,0.000276566
232001,12.9353,12.9317,0.000280142
232101,12.9358,12.9322,0.000283599
232201,12.9363,12.9326,0.000287056
232301,12.9368,12.933,0.000290751
232401,12.9373,12.9334,0.000294566
232501,12.9377,12.9339,0.000298381
232601,12.9382,12.9343,0.000302196
232701,12.9387,12.9347,0.000305772
232801,12.9392,12.9352,0.000309467
232901,12.9396,12.9356,0.000312924
233001,12.9401,12.936,0.00031662
233101,12.9405,12.9365,0.000313997
233201,12.9409,12.9369,0.000310183
233301,12.9413,12.9373,0.000306249
233401,12.9417,12.9377,0.000302196
233501,12.942,12.9382,0.000298262
233601,12.9424,12.9386,0.000294447
233701,12.9428,12.939,0.000290871
233801,12.9432,12.9395,0.000287175
233901,12.9436,12.9399,0.000283599
234001,12.9439,12.9403,0.00028038
234101,12.9443,12.9407,0.000277042
234201,12.9447,12.9412,0.000273824
234301,12.9451,12.9416,0.000270605
234401,12.9455,12.942,0.000267267
234501,12.9459,12.9424,0.000263929
234601,12.9462,12.9429,0.000260353
234701,12.9466,12.9433,0.000256896
234801,12.947,12.9437,0.00025332
234901,12.9474,12.9441,0.000249982
235001,12.9478,12.9446,0.000246525
235101,12.9481,12.945,0.000243068
235201,12.9485,12.9454,0.000239611
235301,12.9489,12.9459,0.000235915
235401,12.9493,12.9463,0.000232339
235501,12.9497,12.9467,0.000229001
235601,12.9501,12.9471,0.000225663
235701,12.9504,12.9476,0.000222325
235801,12.9508,12.948,0.000219107
235901,12.9512,12.9484,0.000215769
236001,12.9516,12.9488,0.000212431
236101,12.952,12.9493,0.000209093
236201,12.9523,12.9497,0.000205874
236301,12.9527,12.9501,0.000202417
236401,12.9531,12.9505,0.000199437
236501,12.9535,12.9509,0.000196457
236601,12.9539,12.9514,0.000193477
236701,12.9542,12.9518,0.000190496
236801,12.9546,12.9522,0.000187516
236901,12.955,12.9526,0.000184536
237001,12.9554,12.953,0.000181317
237101,12.9558,12.9535,0.00017786
237201,12.9562,12.9539,0.000174284
237301,12.9565,12.9543,0.000170827
237401,12.9569,12.9547,0.000167608
237501,12.9573,12.9552,0.000164509
237601,12.9577,12.9556,0.000161886
237701,12.9581,12.956,0.000159144
237801,12.9584,12.9564,0.000156403
237901,12.9588,12.9568,0.000153661
238001,12.9592,12.9573,0.000150681
238101,12.9596,12.9577,0.00014782
238201,12.96,12.9581,0.00014472
238301,12.9604,12.9585,0.000141621
238401,12.9607,12.9589,0.000138402
238501,12.9611,12.9594,0.000135303
238601,12.9615,12.9598,0.000132084
238701,12.9619,12.9602,0.000128865
238801,12.9623,12.9606,0.000126004
238901,12.9626,12.961,0.000123382
239001,12.963,12.9615,0.00012064
239101,12.9634,12.9619,0.000117779
239201,12.9638,12.9623,0.000114799
239301,12.9642,12.9627,0.000111938
239401,12.9645,12.9631,0.000109196
239501,12.9649,12.9635,0.000106335
239601,12.9653,12.964,0.000103831
239701,12.9657,12.9644,0.000101447
239801,12.9661,12.9648,9.88245e-05
239901,12.9665,12.9652,9.60827e-05
240001,12.9668,12.9656,9.34601e-05
240101,12.9672,12.966,9.08375e-05
240201,12.9676,12.9665,8.82149e-05
240301,12.968,12.9669,8.55923e-05
240401,12.9684,12.9673,8.29697e-05
240501,12.9687,12.9677,8.03471e-05
240601,12.9691,12.9681,7.77245e-05
240701,12.9695,12.9685,7.49826e-05
240801,12.9699,12.969,7.21216e-05
240901,12.9703,12.9694,6.91414e-05
241001,12.9706,12.9698,6.62804e-05
241101,12.971,12.9702,6.33001e-05
241201,12.9714,12.9706,6.03199e-05
241301,12.9718,12.971,5.74589e-05
241401,12.9722,12.9715,5.51939e-05
241501,12.9726,12.9719,5.28097e-05
241601,12.9729,12.9723,5.06639e-05
241701,12.9733,12.9727,4.85182e-05
241801,12.9737,12.9731,4.62532e-05
241901,12.9741,12.9735,4.42266e-05
242001,12.9745,12.9739,4.19617e-05
242101,12.9748,12.9743,3.96967e-05
242201,12.9752,12.9747,3.73125e-05
242301,12.9756,12.9752,3.48091e-05
242401,12.976,12.9756,3.24249e-05
242501,12.9764,12.976,2.99215e-05
242601,12.9768,12.9764,2.74181e-05
242701,12.9771,12.9768,2.49147e-05
242801,12.9775,12.9772,2.24113e-05
242901,12.9779,12.9776,2.01464e-05
243001,12.9783,12.978,1.77622e-05
243101,12.9787,12.9785,1.54972e-05
243201,12.979,12.9789,1.32322e-05
243301,12.9794,12.9793,1.07288e-05
243401,12.9798,12.9797,8.34465e-06
243501,12.9802,12.9801,5.84126e-06
243601,12.9806,12.9805,3.33786e-06
243701,12.9809,12.9809,8.34465e-07
243801,12.9813,12.9813,1.37091e-06
243901,12.9817,12.9818,3.69549e-06
244001,12.9821,12.9822,5.66244e-06
244101,12.9825,12.9826,7.62939e-06
244201,12.9829,12.983,9.35793e-06
244301,12.9832,12.9834,1.11461e-05
244401,12.9836,12.9838,1.30534e-05
244501,12.984,12.9842,1.49608e-05
244601,12.9844,12.9846,1.71065e-05
244701,12.9848,12.985,1.93119e-05
244801,12.9851,12.9854,2.16365e-05
244901,12.9855,12.9858,2.39611e-05
245001,12.9859,12.9862,2.59876e-05
245101,12.9863,12.9867,2.78354e-05
245201,12.9867,12.9871,2.98023e-05
245301,12.9871,12.9875,3.17693e-05
245401,12.9874,12.9879,3.3915e-05
245501,12.9878,12.9883,3.60012e-05
245601,12.9882,12.9887,3.80278e-05
245701,12.9886,12.9891,4.01735e-05
245801,12.989,12.9895,4.20809e-05
245901,12.9893,12.9899,4.41074e-05
246001,12.9897,12.9903,4.60744e-05
246101,12.9901,12.9907,4.81009e-05
246201,12.9905,12.9911,5.00083e-05
246301,12.9909,12.9915,5.19156e-05
246401,12.9912,12.9919,5.3823e-05
246501,12.9916,12.9924,5.60284e-05
246601,12.992,12.9928,5.78165e-05
246701,12.9924,12.9932,5.96046e-05
246801,12.9928,12.9936,6.1512e-05
246901,12.9932,12.994,6.33597e-05
247001,12.9935,12.9944,6.49691e-05
247101,12.9939,12.9948,6.634e-05
247201,12.9943,12.9952,6.77109e-05
247301,12.9947,12.9956,6.94394e-05
247401,12.9951,12.996,7.10487e-05
247501,12.9954,12.9964,7.26581e-05
247601,12.9958,12.9968,7.45058e-05
247701,12.9962,12.9972,7.62939e-05
247801,12.9966,12.9976,7.82013e-05
247901,12.997,12.998,7.99894e-05
248001,12.9974,12.9984,8.18968e-05
248101,12.9977,12.9988,8.38041e-05
248201,12.9981,12.9992,8.52942e-05
248301,12.9985,12.9996,8.69632e-05
248401,12.9989,13,8.83341e-05
248501,12.9993,13.0004,8.97646e-05
248601,12.9996,13.0008,9.14931e-05
248701,13,13.0012,9.32217e-05
248801,13.0004,13.0016,9.5129e-05
248901,13.0008,13.002,9.70364e-05
249001,13.0012,13.0024,9.86457e-05
249101,13.0015,13.0029,0.000100255
249201,13.0019,13.0033,0.000101805
249301,13.0023,13.0037,0.000102997
249401,13.0027,13.004,0.000104189
249501,13.0031,13.0044,0.000105619
249601,13.0035,13.0048,0.00010705
249701,13.0038,13.0052,0.00010848
249801,13.0042,13.0056,0.000109792
249901,13.0046,13.006,0.000111103
250001,13.005,13.0064,0.000112534
250101,13.0054,13.0068,0.000113964
250201,13.0057,13.0072,0.000115573
250301,13.0061,13.0076,0.000117064
250401,13.0065,13.008,0.000118315
250501,13.0069,13.0084,0.000119746
250601,13.0073,13.0088,0.000121057
250701,13.0077,13.0092,0.000122368
250801,13.008,13.0096,0.00012362
250901,13.0084,13.01,0.000124991
251001,13.0088,13.0104,0.000126302
251101,13.0092,13.0108,0.000127554
251201,13.0096,13.0112,0.000128806
251301,13.0099,13.0116,0.000129998
251401,13.0103,13.012,0.000131309
251501,13.0107,13.0124,0.000132501
251601,13.0111,13.0128,0.000133753
251701,13.0115,13.0132,0.000135124
251801,13.0118,13.0136,0.000136554
251901,13.0122,13.014,0.000137925
252001,13.0126,13.0144,0.000139058
252101,13.013,13.0148,0.00014025
252201,13.0134,13.0152,0.000141442
252301,13.0138,13.0156,0.000142515
252401,13.0141,13.016,0.000143707
252501,13.0145,13.0164,0.000144839
252601,13.0149,13.0168,0.000146151
252701,13.0153,13.0172,0.000147283
252801,13.0157,13.0176,0.000148177
252901,13.016,13.018,0.000149131
253001,13.0164,13.0184,0.000150263
253101,13.0168,13.0188,0.000150979
253201,13.0172,13.0192,0.000151634
253301,13.0176,13.0196,0.000152528
253401,13.018,13.0199,0.000153363
253501,13.0183,13.0203,0.000154316
253601,13.0187,13.0207,0.00015527
253701,13.0191,13.0211,0.000156224
253801,13.0195,13.0215,0.000157237
253901,13.0199,13.0219,0.00015831
254001,13.0202,13.0223,0.000159264
254101,13.0206,13.0227,0.000160277
254201,13.021,13.0231,0.000161469
254301,13.0214,13.0235,0.000162482
254401,13.0218,13.0239,0.000163496
254501,13.0221,13.0243,0.000164628
254601,13.0225,13.0247,0.00016582
254701,13.0229,13.0251,0.000167251
254801,13.0233,13.0255,0.000168383
254901,13.0237,13.0259,0.000169277
255001,13.0241,13.0263,0.000169933
255101,13.0244,13.0267,0.000170529
255201,13.0248,13.027,0.000170887
255301,13.0252,13.0274,0.000171304
255401,13.0256,13.0278,0.000171661
255501,13.026,13.0282,0.000172079
255601,13.0263,13.0286,0.000172794
255701,13.0267,13.029,0.000173628
255801,13.0271,13.0294,0.000174284
255901,13.0275,13.0298,0.00017488
256001,13.0279,13.0302,0.000175416
256101,13.0283,13.0305,0.000176072
256201,13.0286,13.0309,0.000176728
256301,13.029,13.0313,0.000177443
256401,13.0294,13.0317,0.000178218
256501,13.0298,13.0321,0.000178874
256601,13.0302,13.0325,0.00017935
256701,13.0305,13.0329,0.000180006
256801,13.0309,13.0333,0.0001809
256901,13.0313,13.0337,0.000181735
257001,13.0317,13.0341,0.000182867
257101,13.0321,13.0345,0.00018394
257201,13.0324,13.0349,0.000185013
257301,13.0328,13.0353,0.000185728
257401,13.0332,13.0356,0.000186145
257501,13.0336,13.036,0.000186384
257601,13.034,13.0364,0.000186741
257701,13.0344,13.0368,0.000187039
257801,13.0347,13.0372,0.000187218
257901,13.0351,13.0376,0.000187337
258001,13.0355,13.0379,0.000187695
258101,13.0359,13.0383,0.000188053
258201,13.0363,13.0387,0.00018841
258301,13.0366,13.0391,0.000188529
258401,13.037,13.0395,0.000188828
258501,13.0374,13.0399,0.000189245
258601,13.0378,13.0403,0.000189781
258701,13.0382,13.0407,0.000190258
258801,13.0386,13.041,0.000190735
258901,13.0389,13.0414,0.000191092
259001,13.0393,13.0418,0.00019151
259101,13.0397,13.0422,0.000191927
259201,13.0401,13.0426,0.000192404
259301,13.0405,13.043,0.00019294
259401,13.0408,13.0434,0.000193417
259501,13.0412,13.0437,0.000193775
259601,13.0416,13.0441,0.000194013
259701,13.042,13.0445,0.000194252
259801,13.0424,13.0449,0.000194371
259901,13.0427,13.0453,0.00019455
260001,13.0431,13.0457,0.000194907
260101,13.0435,13.0461,0.000195205
260201,13.0439,13.0464,0.000195444
260301,13.0443,13.0468,0.000195742
260401,13.0447,13.0472,0.00019604
260501,13.045,13.0476,0.000196338
260601,13.0454,13.048,0.000196517
260701,13.0458,13.0484,0.000196457
260801,13.0462,13.0487,0.000196517
260901,13.0466,13.0491,0.000196517
261001,13.0469,13.0495,0.000196457
261101,13.0473,13.0499,0.000196517
261201,13.0477,13.0503,0.000196576
261301,13.0481,13.0507,0.000196576
261401,13.0485,13.051,0.000196695
261501,13.0489,13.0514,0.000196934
261601,13.0492,13.0518,0.000197053
261701,13.0496,13.0522,0.000197351
261801,13.05,13.0526,0.00019747
261901,13.0504,13.053,0.00019753
262001,13.0508,13.0533,0.000197411
262101,13.0511,13.0537,0.000197411
262201,13.0515,13.0541,0.000197411
262301,13.0519,13.0545,0.000197172
262401,13.0523,13.0549,0.000196993
262501,13.0527,13.0552,0.000196815
262601,13.053,13.0556,0.000196636
262701,13.0534,13.056,0.000196517
262801,13.0538,13.0564,0.000196278
262901,13.0542,13.0568,0.000196278
263001,13.0546,13.0571,0.000196278
263101,13.055,13.0575,0.000196338
263201,13.0553,13.0579,0.000196457
263301,13.0557,13.0583,0.000196695
263401,13.0561,13.0587,0.000196934
263501,13.0565,13.0591,0.000197232
263601,13.0569,13.0594,0.000197411
263701,13.0572,13.0598,0.000196993
263801,13.0576,13.0602,0.000196576
263901,13.058,13.0606,0.00019598
264001,13.0584,13.0609,0.000195444
264101,13.0588,13.0613,0.000195026
264201,13.0592,13.0617,0.000194669
264301,13.0595,13.0621,0.000194311
264401,13.0599,13.0624,0.000194073
264501,13.0603,13.0628,0.000193894
264601,13.0607,13.0632,0.000193775
264701,13.0611,13.0636,0.000193596
264801,13.0614,13.064,0.000193238
264901,13.0618,13.0643,0.000192881
265001,13.0622,13.0647,0.000192404
265101,13.0626,13.0651,0.000192046
265201,13.063,13.0655,0.00019151
265301,13.0633,13.0658,0.000191092
265401,13.0637,13.0662,0.000190616
265501,13.0641,13.0666,0.000190198
265601,13.0645,13.067,0.000189841
265701,13.0649,13.0673,0.000189543
265801,13.0653,13.0677,0.000189304
265901,13.0656,13.0681,0.000189006
266001,13.066,13.0685,0.000188887
266101,13.0664,13.0689,0.00018847
266201,13.0668,13.0692,0.000188112
266301,13.0672,13.0696,0.000187755
266401,13.0675,13.07,0.000187397
266501,13.0679,13.0704,0.00018698
266601,13.0683,13.0707,0.000186622
266701,13.0687,13.0711,0.000186503
266801,13.0691,13.0715,0.000185966
266901,13.0695,13.0719,0.000185311
267001,13.0698,13.0722,0.000184655
267101,13.0702,13.0726,0.000184059
267201,13.0706,13.073,0.000183463
267301,13.071,13.0734,0.000182807
267401,13.0714,13.0737,0.000181854
267501,13.0717,13.0741,0.0001809
267601,13.0721,13.0745,0.000180185
267701,13.0725,13.0748,0.00017941
267801,13.0729,13.0752,0.000178814
267901,13.0733,13.0756,0.000178099
268001,13.0736,13.076,0.000177622
268101,13.074,13.0763,0.000177145
268201,13.0744,13.0767,0.000176787
268301,13.0748,13.0771,0.000176311
268401,13.0752,13.0775,0.000175595
268501,13.0756,13.0778,0.00017482
268601,13.0759,13.0782,0.000173867
268701,13.0763,13.0786,0.000172913
268801,13.0767,13.0789,0.000172019
268901,13.0771,13.0793,0.000171065
269001,13.0775,13.0797,0.00017041
269101,13.0778,13.0801,0.000169754
269201,13.0782,13.0804,0.000169158
269301,13.0786,13.0808,0.000168622
269401,13.079,13.0812,0.000168145
269501,13.0794,13.0816,0.000167608
269601,13.0798,13.0819,0.000167072
269701,13.0801,13.0823,0.000166655
269801,13.0805,13.0827,0.000166178
269901,13.0809,13.0831,0.000165462
270001,13.0813,13.0834,0.000164449
270101,13.0817,13.0838,0.000163436
270201,13.082,13.0842,0.000162303
270301,13.0824,13.0845,0.000161171
270401,13.0828,13.0849,0.000159919
270501,13.0832,13.0853,0.000158727
270601,13.0836,13.0856,0.000157714
270701,13.0839,13.086,0.00015676
270801,13.0843,13.0864,0.000155687
270901,13.0847,13.0867,0.000154734
271001,13.0851,13.0871,0.000153661
271101,13.0855,13.0875,0.000152588
271201,13.0859,13.0878,0.000151396
271301,13.0862,13.0882,0.000150323
271401,13.0866,13.0886,0.000149369
271501,13.087,13.0889,0.000148416
271601,13.0874,13.0893,0.000147521
271701,13.0878,13.0897,0.000146568
271801,13.0881,13.09,0.000145614
271901,13.0885,13.0904,0.000144601
272001,13.0889,13.0908,0.000143647
272101,13.0893,13.0912,0.000142634
272201,13.0897,13.0915,0.000141621
272301,13.09,13.0919,0.000140607
272401,13.0904,13.0923,0.000139832
272501,13.0908,13.0926,0.000139058
272601,13.0912,13.093,0.000138164
272701,13.0916,13.0934,0.00013715
272801,13.092,13.0937,0.000136197
272901,13.0923,13.0941,0.000135303
273001,13.0927,13.0945,0.000134349
